scenario,system_type,behavior_case,market_case,horizon_months,runs,median_cumulative_revenue,p10_cumulative_revenue,p90_cumulative_revenue,median_operating_profit,median_net_profit,median_productivity_per_employee,turnover_rate_annual_average,hiring_and_onboarding_costs_total,average_employee_income_monthly,risk_adjusted_employee_income,employee_cash_distribution_total,member_capital_accounts_total,reinvestment_total_cash,productive_capacity_growth_rate,cash_end_total_median,cash_end_unrestricted_p10,min_unrestricted_cash_p10,liquidity_deficit_probability,bankruptcy_probability,shock_survival_rate,final_headcount_median,revenue_cagr_median,capacity_cagr_median,employee_risk_concentration_index_average,sustainable_development_value_proxy_median,classification,assumption_flags
traditional_company,traditional_company,negative_fairness_free_rider,default_market,60,1000,7.002130515502276e+08,6.703147800250193e+08,7.184638265009792e+08,-419728.2590611568,-3.7479777438426455e+06,215036.60353502713,0.22830616438005666,7.609821059187332e+06,115834.70489632107,113325.59141760058,0,0,2.5310770475879465e+06,-0.09968910656179414,9.007165439706115e+06,2.574529299075268e+06,2.574529299075268e+06,0.044,0.044,0.7473435655253837,41.000444281878444,-0.0223393283958358,-0.020784000139542902,0.19999999999999982,1.6347854180716228e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,negative_fairness_free_rider,default_market,120,1000,7.467882366644797e+08,6.842121782106879e+08,7.897795992526702e+08,-1.046642661633407e+07,-1.3866747719052067e+07,118383.73194258267,0.1255702989099933,7.609821059187332e+06,117076.45341765555,102237.99728161388,0,0,2.5310770475879465e+06,-0.10974361174133612,413138.1309868088,-6.402842700481415e-10,-6.984919309616089e-10,1,1,0.6357388316151202,29.803605068005712,0,-0.01155727374402199,0.10999999999999988,1.5254875181054866e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,negative_fairness_free_rider,default_market,240,1000,7.467882366644797e+08,6.842121782106879e+08,7.897795992526702e+08,-1.046642661633407e+07,-1.3866747719052067e+07,59191.865971291336,0.06278514945499665,7.609821059187332e+06,117076.45341765555,103825.5897625011,0,0,2.5310770475879465e+06,-0.10974361174133612,413138.1309868088,-6.402842700481415e-10,-6.984919309616089e-10,1,1,0.6357388316151202,29.803605068005712,0,-0.005795430378648214,0.05499999999999994,1.5254875181054866e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,no_effect,default_market,60,1000,7.204918629679438e+08,7.022302180780047e+08,7.308059060447035e+08,8.079748128354337e+06,3.919837525538029e+06,217638.9027019526,0.19999999999999982,7.412843933924437e+06,116189.19987722076,113680.08639850027,0,0,3.1352512335733436e+06,-0.09648080292775818,1.5844644410611667e+07,1.049286375380582e+07,1.049286375380582e+07,0,0,0.9256198347107438,48.279491958105694,0.008277999234732714,-0.020087095617247586,0.19999999999999982,1.7065476400674874e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,no_effect,default_market,120,1000,8.272753414777153e+08,7.708896644465828e+08,8.661132046630254e+08,-8.899366164039087e+06,-1.3053092165504435e+07,129548.54178938328,0.11833333333333318,7.412843933924437e+06,118915.59051393885,104020.63284805382,0,0,3.1352512335733436e+06,-0.11635703535255976,509321.5495203147,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.6373748609566184,31.83095394992781,0,-0.012294021769085617,0.11833333333333318,1.5146286789732686e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,no_effect,default_market,240,1000,8.272753414777153e+08,7.708896644465828e+08,8.661132046630254e+08,-8.899366164039087e+06,-1.3053092165504435e+07,64774.27089469164,0.05916666666666659,7.412843933924437e+06,118915.59051393885,105157.08332076545,0,0,3.1352512335733436e+06,-0.11635703535255976,509321.5495203147,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.6373748609566184,31.83095394992781,0,-0.006166020790741966,0.05916666666666659,1.5146286789732686e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,retention_only,default_market,60,1000,7.205413779870555e+08,7.023612552738969e+08,7.308431462368668e+08,8.111035866890875e+06,3.9398345885633854e+06,217636.62651640433,0.19940000000000013,7.393043889674224e+06,116190.4398624092,113681.3263836887,0,0,3.1379530542412824e+06,-0.09646603243755802,1.5870327473607898e+07,1.0512432794985248e+07,1.0512432794985248e+07,0,0,0.9256198347107438,48.30730366723684,0.008361531119991383,-0.0200838917671331,0.19999999999999982,1.7067705069447997e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,retention_only,default_market,120,1000,8.275659105613921e+08,7.710231600217365e+08,8.665325896580724e+08,-8.887654242568739e+06,-1.3043646296572793e+07,129551.97727443415,0.11797833333333346,7.393043889674224e+06,118924.73015841964,104029.77249253461,0,0,3.1379530542412824e+06,-0.11633976395364826,510400.59031422716,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.6373748609566184,31.863902405561454,0,-0.012292091248127579,0.11833333333333318,1.514519736382178e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,retention_only,default_market,240,1000,8.275659105613921e+08,7.710231600217365e+08,8.665325896580724e+08,-8.887654242568739e+06,-1.3043646296572793e+07,64775.98863721707,0.05898916666666673,7.393043889674224e+06,118924.73015841964,105166.22296524624,0,0,3.1379530542412824e+06,-0.11633976395364826,510400.59031422716,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.6373748609566184,31.863902405561454,0,-0.006165049541998757,0.05916666666666659,1.514519736382178e+08,reference,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,risk_concentration_negative,default_market,60,1000,7.171998964103258e+08,6.95751234470697e+08,7.287845956019738e+08,6.640278490807547e+06,2.656357248457146e+06,217447.2512962889,0.21645924657008533,7.877141365312386e+06,116141.68406973245,113632.57059101196,0,0,3.01195837573075e+06,-0.09713640224084574,1.471057527431765e+07,9.275986446433134e+06,9.275986446433134e+06,0,0,0.8937426210153483,46.59482604231424,0.004164899809237399,-0.02022934312384922,0.19999999999999982,1.6949569107463685e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,risk_concentration_negative,default_market,120,1000,8.096752483953216e+08,7.52695685823243e+08,8.498600164934819e+08,-9.23590147407733e+06,-1.3223528814013205e+07,127492.10922662675,0.12627266508495513,7.877141365312386e+06,118543.47895034101,103651.80536851918,0,0,3.01195837573075e+06,-0.11510263990372521,490642.5169914579,-9.313225746154785e-10,-9.313225746154785e-10,1,1,0.6268156424581005,30.926841637012302,0,-0.012153899210632035,0.11666666666666652,1.5163270991564548e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
traditional_company,traditional_company,risk_concentration_negative,default_market,240,1000,8.096752483953216e+08,7.52695685823243e+08,8.498600164934819e+08,-9.23590147407733e+06,-1.3223528814013205e+07,63746.054613313376,0.06313633254247757,7.877141365312386e+06,118543.47895034101,104880.00536469283,0,0,3.01195837573075e+06,-0.11510263990372521,490642.5169914579,-9.313225746154785e-10,-9.313225746154785e-10,1,1,0.6268156424581005,30.926841637012302,0,-0.006095527332043882,0.05833333333333326,1.5163270991564548e+08,reference,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,governance_costly,default_market,60,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,195162.77664779293,0.17999999999999988,4.244883140963568e+06,114136.74978358028,105281.92276625347,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,-0.2267830737259776,-0.017688390706929513,0.1862651435536855,1.5691678178781468e+08,risk_constrained,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,governance_costly,default_market,120,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,97581.38832389646,0.08999999999999994,4.244883140963568e+06,114136.74978358028,99756.43601611856,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,0,-0.008883655016781344,0.09313257177684275,1.5691678178781468e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,governance_costly,default_market,240,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,48790.69416194823,0.04499999999999997,4.244883140963568e+06,114136.74978358028,102085.5107677863,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,0,-0.004451736487288971,0.04656628588842138,1.5691678178781468e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,moderate_positive,default_market,60,1000,6.932358789187975e+08,4.438297073253199e+08,7.166318893520688e+08,5.719566319615431e+06,-1.0920956122284578e+06,223462.92543054558,0.14494033876270418,3.9858748909880663e+06,116763.33709383252,114448.64880244015,3.0982896775366263e+06,586176.9313352226,5.171597210168557e+06,-0.08495146302809242,8.595256714594046e+06,1.2359608758381784e+06,1.2359608758381784e+06,0.182,0.182,0.6986469864698647,42.41404401120957,-0.019525101957580948,-0.017598931403845552,0.21148566925448073,1.6412093800273997e+08,risk_constrained,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,moderate_positive,default_market,120,1000,7.327433254613814e+08,4.438297073253199e+08,7.898864732225595e+08,-2.6334238553547594e+06,-9.408949283890713e+06,119616.18555210691,0.07782756105015373,3.9858748909880663e+06,117785.97460906953,102897.5896962724,3.0982896775366263e+06,513740.3231256922,5.171597210168557e+06,-0.09330873310842652,1.0129281527076876e+06,-1.0477378964424133e-09,-1.0593794286251061e-09,1,1,0.6167664670658682,36.989827398897496,0,-0.009747509663604825,0.11341751456645609,1.5556760456685454e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,moderate_positive,default_market,240,1000,7.327433254613814e+08,4.438297073253199e+08,7.898864732225595e+08,-2.6334238553547594e+06,-9.408949283890713e+06,59808.092776053454,0.038913780525076866,3.9858748909880663e+06,117785.97460906953,104596.90072994493,3.0982896775366263e+06,513740.3231256922,5.171597210168557e+06,-0.09330873310842652,1.0129281527076876e+06,-1.0477378964424133e-09,-1.0593794286251061e-09,1,1,0.6167664670658682,36.989827398897496,0,-0.004885689814678407,0.056708757283228044,1.5556760456685454e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,negative_fairness_free_rider,default_market,60,1000,4.528550314490432e+08,3.951779931124293e+08,4.9256945339370555e+08,-1.1831315070258452e+07,-1.4259553576084081e+07,158133.29617788925,0.18291743172028424,3.9459545582230464e+06,111418.49763526837,99172.74786757764,1.1237101540698544e+06,152566.46927775623,1.87482014494648e+06,-0.07567503371166495,360340.43915752554,-5.820766091346741e-10,-6.111804395914078e-10,1,1,0.5496688741721855,30.61400821239984,0,-0.015615114701627408,0.15367327715594425,1.5858468586745894e+08,risk_constrained,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,negative_fairness_free_rider,default_market,120,1000,4.528550314490432e+08,3.951779931124293e+08,4.9256945339370555e+08,-1.1831315070258452e+07,-1.4259553576084081e+07,79066.64808894462,0.09145871586014212,3.9459545582230464e+06,111418.49763526837,97787.99987004187,1.1237101540698544e+06,152566.46927775623,1.87482014494648e+06,-0.07567503371166495,360340.43915752554,-5.820766091346741e-10,-6.111804395914078e-10,1,1,0.5496688741721855,30.61400821239984,0,-0.007838276641165653,0.07683663857797213,1.5858468586745894e+08,development_dominant,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,negative_fairness_free_rider,default_market,240,1000,4.528550314490432e+08,3.951779931124293e+08,4.9256945339370555e+08,-1.1831315070258452e+07,-1.4259553576084081e+07,39533.32404447231,0.04572935793007106,3.9459545582230464e+06,111418.49763526837,100436.5692252964,1.1237101540698544e+06,152566.46927775623,1.87482014494648e+06,-0.07567503371166495,360340.43915752554,-5.820766091346741e-10,-6.111804395914078e-10,1,1,0.5496688741721855,30.61400821239984,0,-0.003926848389720794,0.038418319288986064,1.5858468586745894e+08,development_dominant,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.01; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,no_effect,default_market,60,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,195162.77664779293,0.17999999999999988,4.244883140963568e+06,114136.74978358028,105281.92276625347,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,-0.2267830737259776,-0.017688390706929513,0.1862651435536855,1.5691678178781468e+08,risk_constrained,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,no_effect,default_market,120,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,97581.38832389646,0.08999999999999994,4.244883140963568e+06,114136.74978358028,99756.43601611856,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,0,-0.008883655016781344,0.09313257177684275,1.5691678178781468e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,no_effect,default_market,240,1000,5.738543886384437e+08,5.0310710279361683e+08,6.214914108955829e+08,-8.50385712196511e+06,-1.2473391954205744e+07,48790.69416194823,0.04499999999999997,4.244883140963568e+06,114136.74978358028,102085.5107677863,1.8351696519731665e+06,263087.9161373413,3.0626239286357746e+06,-0.08536801742408512,586762.0435134973,-6.984919309616089e-10,-8.149072527885437e-10,1,1,0.5925925925925926,32.921510103745916,0,-0.004451736487288971,0.04656628588842138,1.5691678178781468e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,retention_only,default_market,60,1000,6.160272486711559e+08,5.532390348091376e+08,6.651741239480901e+08,-7.56073519329305e+06,-1.1964886525975622e+07,202846.99062277132,0.13383999999999993,3.2184195731586637e+06,114995.97760238618,107479.20301800311,2.0093828639075095e+06,355085.0747916372,3.3700260000277623e+06,-0.0884361747886222,652141.7858739439,-1.0477378964424133e-09,-1.0477378964424133e-09,0.982,0.982,0.5776699029126213,36.68715564719197,-0.1299066435488439,-0.018348314899175044,0.19467150683692896,1.5640486563415113e+08,risk_constrained,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,retention_only,default_market,120,1000,6.160272486711559e+08,5.532390348091376e+08,6.651741239480901e+08,-7.56825342706166e+06,-1.1979686412724495e+07,101423.49531138566,0.06691999999999997,3.2184195731586637e+06,114995.97760238618,100480.97927408741,2.0093828639075095e+06,354950.8922597198,3.3700260000277623e+06,-0.0884361747886222,649006.6043260777,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.5776699029126213,36.68715564719197,0,-0.00921663058992822,0.09733575341846448,1.5638057881443217e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,retention_only,default_market,240,1000,6.160272486711559e+08,5.532390348091376e+08,6.651741239480901e+08,-7.56825342706166e+06,-1.1979686412724495e+07,50711.74765569283,0.03345999999999998,3.2184195731586637e+06,114995.97760238618,102708.82928028071,2.0093828639075095e+06,354950.8922597198,3.3700260000277623e+06,-0.0884361747886222,649006.6043260777,-1.0477378964424133e-09,-1.0477378964424133e-09,1,1,0.5776699029126213,36.68715564719197,0,-0.004618982796157467,0.04866787670923224,1.5638057881443217e+08,development_dominant,"simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,risk_concentration_negative,default_market,60,1000,5.713685683135812e+08,4.982455413976843e+08,6.209030698193034e+08,-8.487909842968922e+06,-1.2465635175685205e+07,194980.98793052312,0.1808890695863635,4.248251675222266e+06,114105.10740673615,105246.1584125821,1.8252973139405788e+06,260977.82824915374,3.0487154135886217e+06,-0.08534089042973109,587750.099371105,-6.984919309616089e-10,-6.984919309616089e-10,1,1,0.5844636251541308,32.91603009730804,-0.22776243695287796,-0.01768256391506723,0.18586142036768416,1.5694954673706263e+08,risk_constrained,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,risk_concentration_negative,default_market,120,1000,5.713685683135812e+08,4.982455413976843e+08,6.209030698193034e+08,-8.487909842968922e+06,-1.2465635175685205e+07,97490.49396526156,0.09044453479318175,4.248251675222266e+06,114105.10740673615,99725.0787151969,1.8252973139405788e+06,260977.82824915374,3.0487154135886217e+06,-0.08534089042973109,587750.099371105,-6.984919309616089e-10,-6.984919309616089e-10,1,1,0.5844636251541308,32.91603009730804,0,-0.008880715511543402,0.09293071018384208,1.5694954673706263e+08,development_dominant,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
worker_cooperative,worker_cooperative,risk_concentration_negative,default_market,240,1000,5.713685683135812e+08,4.982455413976843e+08,6.209030698193034e+08,-8.487909842968922e+06,-1.2465635175685205e+07,48745.24698263078,0.045222267396590875,4.248251675222266e+06,114105.10740673615,102057.3655157892,1.8252973139405788e+06,260977.82824915374,3.0487154135886217e+06,-0.08534089042973109,587750.099371105,-6.984919309616089e-10,-6.984919309616089e-10,1,1,0.5844636251541308,32.91603009730804,0,-0.004450260163536113,0.04646535509192104,1.5694954673706263e+08,development_dominant,"high_performer_attrition_indicator_only: weighted high-performer attrition indicator is 0.004; it is reported as an assumption only because section 8 defines no term for aggregate turnover;simplified_tax_model: profit tax is modeled as a simplified rate-and-lag calculation, not as legal or tax advice"
